idtransaccion,idcliente,horatransaccion,monto,canal,geolocalizacion,dispositivo_confianza,monto_promedio,ataque,estatus
100607,8,2026-03-30 10:10:40,115.99,APP,CDMX,True,160.64,0,APROBADA
100608,9,2026-03-21 22:12:23,168.32,APP,GDL,True,210.6,0,APROBADA
100609,9,2026-03-11 18:10:50,169.17,ATM,CDMX,True,210.6,0,APROBADA
100610,1,2026-03-23 15:44:30,15.89,WEB,CDMX,False,18.65,0,APROBADA
100611,1,2026-03-23 13:21:59,22.42,APP,CDMX,False,18.65,0,APROBADA
100612,1,2026-03-11 00:29:26,86.53,WEB,GDL,False,18.65,1,NO_APROBADA
100613,9,2026-03-12 20:16:57,175.37,APP,CDMX,True,210.6,0,APROBADA
100614,9,2026-03-07 03:11:34,244.12,ATM,CDMX,True,210.6,0,APROBADA
100615,150,2026-03-30 00:04:33,153.74,WEB,CDMX,True,167.65,0,APROBADA
100616,9,2026-03-01 02:24:46,233.12,WEB,OTRA,True,210.6,0,APROBADA
100617,7,2026-03-11 23:04:42,115.94,SUCURSAL,CDMX,True,91.7,0,APROBADA
100618,7,2026-03-20 09:20:26,74.0,ATM,CDMX,True,91.7,0,APROBADA
100619,7,2026-03-06 01:12:06,108.51,SUCURSAL,CDMX,False,91.7,0,APROBADA
100620,9,2026-03-22 01:33:39,226.14,ATM,CDMX,True,210.6,0,APROBADA
100621,1,2026-03-30 10:41:31,18.33,APP,CDMX,False,18.65,0,APROBADA
100622,9,2026-03-27 23:50:45,228.12,APP,MTY,True,210.6,0,APROBADA
100623,8,2026-03-03 06:33:06,122.05,APP,CDMX,True,160.64,0,APROBADA
100624,150,2026-03-22 01:36:40,172.15,WEB,CDMX,True,167.65,0,APROBADA
100625,150,2026-03-12 05:44:42,154.5,SUCURSAL,GDL,True,167.65,0,APROBADA
100626,150,2026-03-11 00:34:38,194.72,SUCURSAL,MTY,True,167.65,0,APROBADA
100627,8,2026-03-14 20:27:52,124.25,ATM,CDMX,True,160.64,0,APROBADA
100628,150,2026-03-30 02:23:28,193.47,SUCURSAL,GDL,True,167.65,0,APROBADA
100629,150,2026-03-01 00:56:19,182.01,APP,CDMX,True,167.65,0,APROBADA
100630,1,2026-03-21 23:05:56,68.25,APP,GDL,False,18.65,1,NO_APROBADA
100631,7,2026-03-04 01:29:22,104.93,WEB,CDMX,True,91.7,0,APROBADA
100632,7,2026-03-09 09:05:36,74.63,SUCURSAL,CDMX,True,91.7,0,APROBADA
100633,8,2026-03-26 15:11:31,170.77,APP,CDMX,True,160.64,0,APROBADA
100634,150,2026-03-13 23:49:03,142.49,ATM,CDMX,True,167.65,0,APROBADA
100635,1,2026-03-30 15:14:47,14.65,APP,CDMX,False,18.65,0,APROBADA
100636,150,2026-03-02 03:34:36,118.79,WEB,CDMX,True,167.65,0,APROBADA
100637,9,2026-03-15 03:36:32,187.32,APP,CDMX,True,210.6,0,APROBADA
100638,7,2026-03-11 02:30:36,93.91,APP,CDMX,True,91.7,0,APROBADA
100639,9,2026-03-25 20:48:08,218.27,SUCURSAL,CDMX,True,210.6,0,APROBADA
100640,7,2026-03-18 19:47:33,95.8,WEB,CDMX,True,91.7,0,APROBADA
100641,150,2026-03-03 23:42:26,136.01,SUCURSAL,CDMX,True,167.65,0,APROBADA
100642,1,2026-03-30 11:10:22,25.09,SUCURSAL,CDMX,False,18.65,0,APROBADA
100643,7,2026-03-07 21:23:09,126.94,APP,CDMX,True,91.7,0,APROBADA
100644,7,2026-03-28 09:00:21,89.91,APP,CDMX,True,91.7,0,APROBADA
100645,150,2026-03-07 01:34:33,194.31,ATM,CDMX,True,167.65,0,APROBADA
100646,1,2026-03-16 13:57:42,16.41,APP,CDMX,False,18.65,0,APROBADA
100647,150,2026-03-09 22:29:41,164.67,APP,CDMX,True,167.65,0,APROBADA
100648,8,2026-03-28 03:01:18,192.9,SUCURSAL,CDMX,True,160.64,0,APROBADA
100649,1,2026-03-30 11:31:55,19.5,APP,CDMX,False,18.65,0,APROBADA
100650,1,2026-03-02 10:59:33,15.88,ATM,CDMX,False,18.65,0,APROBADA
100651,8,2026-03-22 11:22:40,150.11,ATM,CDMX,True,160.64,0,APROBADA
100652,1,2026-03-01 02:25:37,96.56,APP,GDL,False,18.65,1,NO_APROBADA
100653,9,2026-03-22 20:05:46,244.72,SUCURSAL,CDMX,True,210.6,0,APROBADA
100654,7,2026-03-14 07:36:09,102.53,SUCURSAL,OTRA,True,91.7,0,APROBADA
100655,7,2026-03-21 04:37:34,123.92,WEB,MTY,True,91.7,0,APROBADA
100656,7,2026-03-14 04:41:59,126.92,WEB,CDMX,True,91.7,0,APROBADA
100657,1,2026-03-09 11:53:56,24.56,WEB,CDMX,False,18.65,0,APROBADA
100658,9,2026-03-14 22:28:47,155.79,ATM,CDMX,True,210.6,0,APROBADA
100659,1,2026-03-30 13:39:17,14.31,WEB,CDMX,False,18.65,0,APROBADA
100660,1,2026-03-23 15:30:08,24.23,SUCURSAL,CDMX,False,18.65,0,APROBADA
100661,9,2026-03-16 20:10:12,141.8,WEB,CDMX,True,210.6,0,APROBADA
100662,8,2026-03-14 07:47:42,188.44,WEB,CDMX,True,160.64,0,APROBADA
100663,9,2026-03-28 03:31:44,233.15,ATM,GDL,True,210.6,0,APROBADA
100664,150,2026-03-24 04:46:20,158.44,SUCURSAL,CDMX,True,167.65,0,APROBADA
100665,150,2026-03-21 22:33:06,184.0,SUCURSAL,CDMX,True,167.65,0,APROBADA
100666,7,2026-03-17 17:25:47,107.84,APP,CDMX,True,91.7,0,APROBADA
100667,1,2026-03-09 11:28:25,16.0,ATM,CDMX,False,18.65,0,APROBADA
100668,8,2026-03-20 01:44:33,113.14,WEB,CDMX,True,160.64,0,APROBADA
100669,150,2026-03-04 00:49:37,107.24,WEB,CDMX,True,167.65,0,APROBADA
100670,9,2026-03-19 21:56:29,248.86,APP,CDMX,True,210.6,0,APROBADA
100671,7,2026-03-23 23:07:05,75.12,APP,CDMX,True,91.7,0,APROBADA
100672,9,2026-03-24 02:39:10,160.51,SUCURSAL,CDMX,False,210.6,0,APROBADA
100673,8,2026-03-19 21:55:09,109.62,WEB,GDL,True,160.64,0,APROBADA
100674,8,2026-03-10 23:49:28,116.84,ATM,CDMX,True,160.64,0,APROBADA
100675,7,2026-03-01 19:48:16,102.61,APP,CDMX,True,91.7,0,APROBADA
100676,1,2026-03-23 12:15:13,21.21,SUCURSAL,CDMX,False,18.65,0,APROBADA
100677,1,2026-03-09 13:17:39,21.84,WEB,CDMX,False,18.65,0,APROBADA
100678,1,2026-03-09 15:02:42,15.31,ATM,CDMX,False,18.65,0,APROBADA
100679,7,2026-03-06 21:18:39,125.89,WEB,OTRA,True,91.7,0,APROBADA
100680,1,2026-03-03 22:33:03,101.82,APP,CDMX,False,18.65,1,NO_APROBADA
100681,9,2026-03-05 19:44:55,165.18,ATM,CDMX,True,210.6,0,APROBADA
100682,7,2026-03-20 01:06:36,126.03,APP,CDMX,True,91.7,0,APROBADA
100683,8,2026-03-14 19:54:20,136.85,ATM,CDMX,True,160.64,0,APROBADA
100684,7,2026-03-20 18:31:33,106.56,SUCURSAL,CDMX,True,91.7,0,APROBADA
100685,8,2026-03-07 00:07:01,181.33,SUCURSAL,CDMX,True,160.64,0,APROBADA
100686,150,2026-03-14 04:02:21,106.02,ATM,CDMX,True,167.65,0,APROBADA
100687,7,2026-03-23 09:16:50,89.44,APP,CDMX,True,91.7,0,APROBADA
100688,1,2026-03-09 14:21:21,14.35,SUCURSAL,CDMX,False,18.65,0,APROBADA
100689,7,2026-03-07 10:53:21,98.89,SUCURSAL,GDL,True,91.7,0,APROBADA
100690,9,2026-03-29 02:57:21,229.11,SUCURSAL,CDMX,True,210.6,0,APROBADA
100691,150,2026-03-10 03:35:34,176.96,APP,CDMX,True,167.65,0,APROBADA
100692,8,2026-03-03 04:17:53,153.08,APP,CDMX,True,160.64,0,APROBADA
100693,7,2026-03-19 19:24:11,88.87,APP,MTY,True,91.7,0,APROBADA
100694,1,2026-03-09 12:05:31,17.63,WEB,CDMX,False,18.65,0,APROBADA
100695,150,2026-03-10 00:07:23,144.94,APP,CDMX,True,167.65,0,APROBADA
100696,1,2026-03-30 12:57:32,22.79,WEB,CDMX,False,18.65,0,APROBADA
100697,150,2026-03-10 03:09:49,116.94,APP,OTRA,True,167.65,0,APROBADA
100698,1,2026-03-16 12:45:55,22.24,APP,CDMX,False,18.65,0,APROBADA
100699,150,2026-03-28 23:21:29,172.1,APP,CDMX,True,167.65,0,APROBADA
100700,1,2026-03-23 15:19:40,17.32,WEB,CDMX,False,18.65,0,APROBADA
100701,8,2026-03-25 14:42:07,106.37,ATM,CDMX,True,160.64,0,APROBADA
100702,150,2026-03-18 23:13:34,189.9,ATM,CDMX,True,167.65,0,APROBADA
100703,8,2026-03-19 07:10:04,144.93,ATM,CDMX,True,160.64,0,APROBADA
100704,7,2026-03-01 15:57:43,95.59,APP,CDMX,True,91.7,0,APROBADA
100705,7,2026-03-23 19:57:37,119.05,SUCURSAL,CDMX,True,91.7,0,APROBADA
100706,150,2026-03-03 05:36:08,146.0,APP,OTRA,True,167.65,0,APROBADA
100707,9,2026-03-16 21:14:09,250.07,ATM,MTY,True,210.6,0,APROBADA
100708,8,2026-03-26 10:29:31,148.08,APP,CDMX,True,160.64,0,APROBADA
100709,7,2026-03-10 11:38:36,112.86,WEB,CDMX,True,91.7,0,APROBADA
100710,1,2026-03-16 13:41:04,18.96,ATM,CDMX,False,18.65,0,APROBADA
100711,150,2026-03-08 00:30:24,158.19,APP,CDMX,True,167.65,0,APROBADA
100712,9,2026-03-19 23:34:44,228.72,WEB,CDMX,True,210.6,0,APROBADA
100713,150,2026-03-27 05:07:37,145.07,SUCURSAL,CDMX,True,167.65,0,APROBADA
100714,8,2026-03-13 02:38:06,110.53,SUCURSAL,CDMX,True,160.64,0,APROBADA
100715,7,2026-03-27 04:56:37,97.18,APP,CDMX,True,91.7,0,APROBADA
100716,8,2026-03-13 19:36:28,131.98,WEB,CDMX,True,160.64,0,APROBADA
100717,8,2026-03-15 23:38:18,893.91,APP,GDL,True,160.64,1,NO_APROBADA
100718,9,2026-03-28 20:54:18,146.38,APP,CDMX,True,210.6,0,APROBADA
100719,150,2026-03-27 03:07:55,158.11,ATM,GDL,True,167.65,0,APROBADA
100720,8,2026-03-23 12:25:24,147.74,SUCURSAL,CDMX,True,160.64,0,APROBADA
100721,7,2026-03-18 12:53:59,122.36,ATM,GDL,True,91.7,0,APROBADA
100722,7,2026-03-05 00:04:41,109.48,APP,CDMX,True,91.7,0,APROBADA
100723,7,2026-03-03 04:41:51,95.54,SUCURSAL,OTRA,True,91.7,0,APROBADA
100724,7,2026-03-15 16:27:35,95.49,SUCURSAL,CDMX,True,91.7,0,APROBADA
100725,1,2026-03-23 12:54:46,25.12,WEB,CDMX,False,18.65,0,APROBADA
100726,150,2026-03-12 22:02:36,148.34,SUCURSAL,CDMX,True,167.65,0,APROBADA
100727,1,2026-03-09 14:46:33,24.68,ATM,CDMX,False,18.65,0,APROBADA
100728,1,2026-03-09 12:40:47,20.96,APP,CDMX,False,18.65,0,APROBADA
100729,150,2026-03-02 03:34:49,147.23,APP,CDMX,True,167.65,0,APROBADA
100730,8,2026-03-14 11:51:18,158.79,ATM,CDMX,True,160.64,0,APROBADA
100731,8,2026-03-24 18:16:03,164.07,SUCURSAL,CDMX,True,160.64,0,APROBADA
100732,8,2026-03-26 23:39:01,111.92,ATM,CDMX,True,160.64,0,APROBADA
100733,8,2026-03-09 04:39:17,159.34,ATM,GDL,True,160.64,0,APROBADA
100734,150,2026-03-24 00:42:28,126.26,ATM,MTY,True,167.65,0,APROBADA
100735,7,2026-03-26 16:55:02,119.3,ATM,GDL,True,91.7,0,APROBADA
100736,9,2026-03-25 00:49:24,160.07,,CDMX,True,210.6,0,APROBADA
100737,150,2026-03-24 03:03:41,120.08,ATM,CDMX,True,167.65,0,APROBADA
100738,9,2026-03-16 22:30:47,196.95,WEB,CDMX,True,210.6,0,APROBADA
100739,7,2026-03-17 13:00:18,101.82,SUCURSAL,CDMX,True,91.7,0,APROBADA
100740,1,2026-03-09 13:40:22,17.27,SUCURSAL,CDMX,False,18.65,0,APROBADA
100741,8,2026-03-09 03:16:41,126.76,SUCURSAL,CDMX,True,160.64,0,APROBADA
100742,150,2026-03-25 01:33:21,105.76,WEB,CDMX,False,167.65,0,APROBADA
100743,1,2026-03-02 12:06:33,22.7,APP,CDMX,False,18.65,0,APROBADA
100744,8,2026-03-07 01:01:39,185.46,APP,CDMX,True,160.64,0,APROBADA
100745,7,2026-03-20 20:07:45,92.56,APP,CDMX,True,91.7,0,APROBADA
100746,150,2026-03-26 00:57:07,189.26,WEB,CDMX,True,167.65,0,APROBADA
100747,9,2026-03-30 22:49:27,173.27,ATM,CDMX,True,210.6,0,APROBADA
100748,1,2026-03-26 02:51:06,74.09,WEB,CDMX,False,18.65,1,NO_APROBADA
100749,7,2026-03-20 12:11:41,95.88,SUCURSAL,CDMX,True,91.7,0,APROBADA
100750,150,2026-03-21 23:58:28,156.42,ATM,CDMX,True,167.65,0,APROBADA
100751,8,2026-03-25 14:01:57,188.96,SUCURSAL,CDMX,True,160.64,0,APROBADA
100752,9,2026-03-09 20:44:21,252.79,SUCURSAL,CDMX,True,210.6,0,APROBADA
100753,9,2026-03-16 00:25:54,254.5,APP,CDMX,False,210.6,0,APROBADA
100754,9,2026-03-04 03:34:59,146.62,ATM,CDMX,True,210.6,0,APROBADA
100755,1,2026-03-17 23:49:12,105.71,APP,MTY,False,18.65,1,NO_APROBADA
100756,1,2026-03-27 00:49:14,77.79,WEB,MTY,False,18.65,1,NO_APROBADA
100757,9,2026-03-24 21:08:02,168.62,WEB,CDMX,True,210.6,0,APROBADA
100758,9,2026-03-03 02:41:19,193.92,SUCURSAL,CDMX,True,210.6,0,APROBADA
100759,1,2026-03-02 11:03:21,21.85,APP,CDMX,False,18.65,0,APROBADA
100760,150,2026-03-15 00:47:37,149.0,WEB,GDL,True,167.65,0,APROBADA
100761,1,2026-03-16 13:02:15,24.86,WEB,CDMX,False,18.65,0,APROBADA
100762,1,2026-03-24 02:26:02,49.83,WEB,GDL,False,18.65,1,NO_APROBADA
100763,150,2026-03-08 23:51:12,171.41,SUCURSAL,CDMX,True,167.65,0,APROBADA
100764,9,2026-03-11 19:43:36,165.59,WEB,CDMX,True,210.6,0,APROBADA
100765,1,2026-03-23 10:21:04,16.02,APP,CDMX,False,18.65,0,APROBADA
100766,8,2026-03-18 05:28:15,161.9,APP,CDMX,True,160.64,0,APROBADA
100767,9,2026-03-25 20:01:56,251.14,SUCURSAL,CDMX,False,210.6,0,APROBADA
100768,150,2026-03-29 02:26:44,162.58,SUCURSAL,CDMX,True,167.65,0,APROBADA
100769,150,2026-03-15 04:15:11,160.08,APP,CDMX,True,167.65,0,APROBADA
100770,1,2026-03-23 15:50:19,16.3,ATM,CDMX,False,18.65,0,APROBADA
100771,150,2026-03-04 03:55:48,123.73,WEB,CDMX,True,167.65,0,APROBADA
100772,1,2026-03-09 09:50:09,25.07,SUCURSAL,CDMX,False,18.65,0,APROBADA
100773,1,2026-03-23 11:18:13,24.68,SUCURSAL,CDMX,False,18.65,0,APROBADA
100774,9,2026-03-02 19:47:03,201.79,WEB,CDMX,False,210.6,0,APROBADA
100775,1,2026-03-30 10:46:28,24.78,ATM,CDMX,False,18.65,0,APROBADA
100776,7,2026-03-25 03:20:14,82.0,APP,CDMX,True,91.7,0,APROBADA
100777,7,2026-03-03 15:37:31,106.57,APP,GDL,True,91.7,0,APROBADA
100778,7,2026-03-13 11:08:29,82.13,WEB,CDMX,True,91.7,0,APROBADA
100779,7,2026-03-02 22:36:03,97.51,ATM,CDMX,True,91.7,0,APROBADA
100780,7,2026-03-25 10:14:56,108.28,ATM,CDMX,True,91.7,0,APROBADA
100781,150,2026-03-29 00:36:35,149.03 MXN,WEB,CDMX,True,167.65,0,APROBADA
100782,7,2026-03-19 15:53:29,122.36,ATM,CDMX,True,91.7,0,APROBADA
100783,7,2026-03-11 13:37:14,72.65,WEB,GDL,True,91.7,0,APROBADA
100784,9,2026-03-24 02:02:27,238.55,SUCURSAL,CDMX,True,210.6,0,APROBADA
100785,9,2026-03-16 21:05:35,166.16,APP,CDMX,True,210.6,0,APROBADA
100786,8,2026-03-10 07:41:05,168.3,APP,CDMX,True,160.64,0,APROBADA
100787,150,2026-03-24 22:29:29,183.44,WEB,MTY,True,167.65,0,APROBADA
100788,9,2026-03-23 18:55:40,203.71,APP,CDMX,True,210.6,0,APROBADA
100789,8,2026-03-14 08:44:39,184.28,WEB,CDMX,True,160.64,0,APROBADA
100790,1,2026-03-23 14:23:56,21.43,APP,CDMX,False,18.65,0,APROBADA
100791,8,2026-03-12 05:41:35,117.46,APP,CDMX,True,160.64,0,APROBADA
100792,8,2026-03-08 17:07:41,183.4,SUCURSAL,CDMX,True,160.64,0,APROBADA
100793,7,2026-03-25 23:48:14,110.81,ATM,CDMX,True,91.7,0,APROBADA
100794,8,2026-03-02 02:23:22,116.04,SUCURSAL,CDMX,NO,160.64,0,APROBADA
100795,150,2026-03-22 02:28:39,177.79,ATM,CDMX,True,167.65,0,APROBADA
100796,1,2026-03-09 03:20:23,81.91,WEB,MTY,False,18.65,1,NO_APROBADA
100797,7,,127.13,SUCURSAL,CDMX,True,91.7,0,APROBADA
100798,1,2026-03-16 12:43:34,22.85,WEB,CDMX,False,18.65,0,APROBADA
100799,1,2026-03-18 05:03:50,88.67,WEB,GDL,False,18.65,1,NO_APROBADA
100800,8,2026-03-21 20:50:20,180.77,SUCURSAL,CDMX,True,160.64,0,APROBADA
100801,9,2026-03-15 22:36:08,198.11,ATM,CDMX,True,210.6,0,APROBADA
100802,8,2026-03-25 01:09:22,188.17,ATM,CDMX,True,160.64,0,APROBADA
100803,150,2026-03-10 00:11:53,194.44,WEB,CDMX,True,167.65,0,APROBADA
100804,150,2026-03-05 05:16:23,164.9,WEB,CDMX,True,167.65,0,APROBADA
100805,8,2026-03-05 11:28:34,107.24,WEB,CDMX,True,160.64,0,APROBADA
100806,9,2026-03-25 20:29:59,205.54,ATM,CDMX,True,210.6,0,APROBADA
100807,150,2026-03-11 02:30:57,176.96,ATM,OTRA,True,167.65,0,APROBADA
100808,9,2026-03-11 19:46:30,176.97,APP,CDMX,True,210.6,0,APROBADA
100809,9,2026-03-20 21:28:22,163.42,APP,CDMX,True,210.6,0,APROBADA
100810,150,2026-03-08 02:12:01,165.44,APP,CDMX,True,167.65,0,APROBADA
100811,1,2026-03-23 12:12:31,14.67,ATM,CDMX,False,18.65,0,APROBADA
100812,8,2026-03-13 04:45:54,130.62,SUCURSAL,CDMX,True,160.64,0,APROBADA
100813,8,2026-03-10 14:55:35,171.74,APP,CDMX,True,160.64,0,APROBADA
100814,9,2026-03-26 01:18:10,240.26,SUCURSAL,CDMX,True,210.6,0,APROBADA
100815,150,2026-03-03 00:13:19,110.95,SUCURSAL,OTRA,True,167.65,0,APROBADA
100816,150,2026-03-25 04:05:00,120.74,SUCURSAL,CDMX,True,167.65,0,APROBADA
100817,9,2026-03-23 03:48:58,174.74,WEB,CDMX,True,210.6,0,APROBADA
100818,9,2026-03-02 22:53:37,166.94,ATM,CDMX,True,210.6,0,APROBADA
100819,1,2026-03-09 11:19:40,17.45,SUCURSAL,CDMX,False,18.65,0,APROBADA
100820,7,2026-03-16 22:41:15,129.66,APP,CDMX,True,91.7,0,APROBADA
100821,1,2026-03-23 14:23:37,21.54,SUCURSAL,CDMX,False,18.65,0,APROBADA
100822,9,2026-03-23 19:23:32,157.54,APP,GDL,,210.6,0,APROBADA
100823,9,2026-03-29 20:22:10,249.45,APP,CDMX,True,210.6,0,APROBADA
100824,8,2026-03-02 09:18:33,121.49,APP,CDMX,True,160.64,0,APROBADA
100825,1,2026-03-14 01:31:40,51.14,APP,OTRA,False,18.65,1,NO_APROBADA
100826,8,2026-03-04 17:37:22,138.57,WEB,CDMX,True,160.64,0,APROBADA
100827,9,2026-03-14 23:58:58,166.53,WEB,CDMX,True,210.6,0,APROBADA
100828,7,2026-03-26 17:39:44,76.99,APP,CDMX,True,91.7,0,APROBADA
100829,7,2026-03-30 00:30:22,96.52,ATM,CDMX,True,91.7,0,APROBADA
100830,150,2026-03-17 03:11:45,125.01,ATM,CDMX,True,167.65,0,APROBADA
100831,7,2026-03-23 07:19:08,111.45,WEB,CDMX,True,91.7,0,APROBADA
100832,1,2026-03-09 09:49:30,23.52,SUCURSAL,CDMX,False,18.65,0,APROBADA
100833,150,2026-03-19 22:30:07,105.92,ATM,CDMX,True,167.65,0,APROBADA
100834,1,2026-03-30 09:58:38,22.05,WEB,CDMX,False,18.65,0,APROBADA
100835,1,2026-03-28 00:24:09,48.11,APP,CDMX,False,18.65,1,NO_APROBADA
100836,150,2026-03-08 23:06:52,191.78,APP,CDMX,True,167.65,0,APROBADA
100837,7,2026-03-29 17:00:46,98.48,APP,OTRA,True,91.7,0,APROBADA
100838,150,2026-03-06 05:43:06,151.28,WEB,MTY,True,167.65,0,APROBADA
100839,9,2026-03-04 23:07:29,183.35,APP,CDMX,True,210.6,0,APROBADA
100840,8,2026-03-18 23:02:05,146.13,ATM,CDMX,True,160.64,0,APROBADA
100841,8,2026-03-22 14:14:35,121.99,SUCURSAL,CDMX,True,160.64,0,APROBADA
100842,1,2026-03-30 15:51:30,19.9,ATM,CDMX,False,18.65,0,APROBADA
100843,1,2026-03-16 12:33:42,22.34,APP,CDMX,False,18.65,0,APROBADA
100844,1,2026-03-30 10:04:23,25.89,WEB,  cdmx  ,False,18.65,0,APROBADA
100845,1,2026-03-09 15:27:46,20.98,SUCURSAL,CDMX,False,18.65,0,APROBADA
100846,8,2026-03-25 20:25:22,193.88,SUCURSAL,CDMX,True,160.64,0,APROBADA
100847,150,2026-03-09 00:49:29,125.77,APP,CDMX,True,167.65,0,APROBADA
100848,7,2026-03-01 03:47:03,80.75,APP,CDMX,False,91.7,0,APROBADA
100849,150,2026-03-22 03:09:19,151.8,APP,CDMX,True,167.65,0,APROBADA
100850,9,2026-03-26 01:12:18,181.23,SUCURSAL,CDMX,True,210.6,0,APROBADA
100851,150,2026-03-18 22:48:02,133.31,SUCURSAL,GDL,True,167.65,0,APROBADA
100852,9,2026-03-15 01:02:02,176.37,WEB,CDMX,True,210.6,0,APROBADA
100853,7,2026-03-16 13:08:19,110.5,SUCURSAL,CDMX,True,91.7,0,APROBADA
100854,150,2026-03-22 05:30:35,149.52,WEB,CDMX,True,167.65,0,APROBADA
100855,9,2026-03-20 23:49:18,155.38,ATM,CDMX,True,210.6,0,APROBADA
100856,8,2026-03-12 23:37:01,194.28,ATM,CDMX,True,160.64,0,APROBADA
100857,9,2026-03-12 18:42:15,150.19,WEB,CDMX,True,210.6,0,APROBADA
100858,1,2026-03-30 11:07:21,19.53,WEB,CDMX,False,18.65,0,APROBADA
100859,9,2026-03-19 02:57:26,142.67,ATM,CDMX,True,210.6,0,APROBADA
100860,8,2026-03-13 18:24:20,123.53,APP,GDL,True,160.64,0,APROBADA
100861,9,2026-03-17 23:10:39,199.63,ATM,CDMX,True,210.6,0,APROBADA
100862,1,2026-03-30 15:34:13,20.88,ATM,CDMX,False,18.65,0,APROBADA
100863,7,2026-03-20 23:05:45,103.99,APP,CDMX,True,91.7,0,APROBADA
100864,150,2026-03-16 04:13:22,177.37,APP,CDMX,True,167.65,0,APROBADA
100865,9,2026-03-22 02:20:12,194.39,SUCURSAL,CDMX,True,210.6,0,APROBADA
100866,150,2026-03-06 22:40:45,191.59,WEB,CDMX,True,167.65,0,APROBADA
100867,9,2026-03-09 02:51:39,202.67,SUCURSAL,OTRA,True,210.6,0,APROBADA
100868,8,2026-03-15 04:15:09,179.72,ATM,MTY,True,160.64,0,APROBADA
100869,1,2026-03-30 00:15:44,59.73,APP,MTY,False,18.65,1,NO_APROBADA
100870,7,2026-03-13 07:07:09,88.63,WEB,CDMX,True,91.7,0,APROBADA
100871,9,2026-03-18 00:27:41,143.5,APP,CDMX,True,210.6,0,APROBADA
100872,8,2026-03-22 17:11:41,109.98,APP,MTY,True,160.64,0,APROBADA
100873,1,2026-03-28 22:49:35,42.91,WEB,CDMX,False,18.65,1,NO_APROBADA
100874,1,2026-03-16 15:46:53,20.0,WEB,CDMX,False,18.65,0,APROBADA
100875,1,2026-03-23 14:53:37,21.2,ATM,CDMX,False,18.65,0,APROBADA
100876,8,2026-03-11 18:47:24,120.76,WEB,GDL,True,160.64,0,APROBADA
100877,8,2026-03-15 13:16:55,190.38,APP,CDMX,True,160.64,0,APROBADA
100878,8,2026-03-18 13:30:43,169.41,WEB,GDL,True,160.64,0,APROBADA
100879,8,2026-03-01 20:57:38,109.92,APP,OTRA,True,160.64,0,APROBADA
100880,7,2026-03-09 17:24:19,122.02,ATM,OTRA,True,91.7,0,APROBADA
100881,9,2026-03-13 18:58:25,230.8,ATM,CDMX,True,210.6,0,APROBADA
100882,8,2026-03-07 05:58:28,108.05,ATM,OTRA,True,160.64,0,APROBADA
100883,1,2026-03-03 01:58:48,109.12,APP,MTY,False,18.65,1,NO_APROBADA
100884,1,2026-03-30 10:44:16,23.76,APP,CDMX,False,18.65,0,APROBADA
100885,8,2026-03-15 22:01:48,144.91,APP,CDMX,True,160.64,0,APROBADA
100886,7,2026-03-01 12:12:40,79.47,ATM,CDMX,True,91.7,0,APROBADA
100887,150,2026-03-23 00:54:38,148.05,SUCURSAL,CDMX,True,167.65,0,APROBADA
100888,7,2026-03-09 05:43:37,94.87,ATM,CDMX,True,91.7,0,APROBADA
100889,7,2026-03-13 12:53:56,103.51,WEB,CDMX,False,91.7,0,APROBADA
100890,150,2026-03-21 01:58:05,120.19,SUCURSAL,CDMX,True,167.65,0,APROBADA
100891,9,2026-03-20 00:38:16,253.67,WEB,CDMX,True,210.6,0,APROBADA
100892,1,2026-03-29 01:34:03,55.06,WEB,GDL,False,18.65,1,NO_APROBADA
100893,7,2026-03-28 08:18:47,82.4,SUCURSAL,CDMX,True,91.7,0,APROBADA
100894,7,2026-03-27 09:46:43,78.76,WEB,CDMX,True,91.7,0,APROBADA
100895,8,2026-03-09 07:39:28,146.23,WEB,CDMX,True,160.64,0,APROBADA
100896,1,2026-03-16 10:55:20,22.5,SUCURSAL,CDMX,False,18.65,0,APROBADA
100897,150,2026-03-09 23:06:35,147.38,APP,CDMX,True,167.65,0,APROBADA
100898,8,2026-03-20 21:51:38,139.28,APP,CDMX,True,160.64,0,APROBADA
100899,9,2026-03-22 23:08:57,200.45,APP,CDMX,True,210.6,0,APROBADA
100900,8,2026-03-29 14:08:05,128.44,ATM,CDMX,True,160.64,0,APROBADA
100901,8,2026-03-02 04:31:55,130.46,ATM,CDMX,True,160.64,0,APROBADA
100902,8,2026-03-20 08:33:20,149.21,SUCURSAL,MTY,True,160.64,0,APROBADA
100903,7,2026-03-18 21:40:51,83.79,SUCURSAL,CDMX,True,91.7,0,APROBADA
100904,1,2026-03-16 11:10:45,25.13,SUCURSAL,CDMX,False,18.65,0,APROBADA
100905,1,2026-03-16 11:45:35,22.64,SUCURSAL,CDMX,False,18.65,0,APROBADA
100906,7,2026-03-04 11:05:13,100.52,ATM,CDMX,True,91.7,0,APROBADA
100907,8,2026-03-19 21:37:13,142.48,,CDMX,True,160.64,0,APROBADA
100908,1,2026-03-30 00:44:47,93.98,APP,GDL,False,18.65,1,NO_APROBADA
100909,1,2026-03-16 11:37:59,19.52,APP,GDL,True,18.65,0,APROBADA
100910,9,2026-03-15 22:38:42,214.68,APP,CDMX,False,210.6,0,APROBADA
100911,9,2026-03-11 03:08:13,146.66,APP,MTY,True,210.6,0,APROBADA
